index,workclass,education,marital.status,occupation,cluster
480,Self-emp-inc,Masters,Married-civ-spouse,Sales,0
481,Private,Doctorate,Married-civ-spouse,Exec-managerial,0
482,Private,Masters,Married-civ-spouse,Prof-specialty,0
483,Self-emp-inc,Some-college,Married-civ-spouse,Sales,0
484,Private,Doctorate,Married-civ-spouse,Prof-specialty,0
485,Private,Masters,Married-civ-spouse,Exec-managerial,0
486,Private,Doctorate,Married-civ-spouse,Prof-specialty,0
487,Private,Masters,Married-civ-spouse,Adm-clerical,0
488,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,0
489,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,0
490,Private,Bachelors,Married-civ-spouse,Tech-support,0
491,Private,HS-grad,Married-civ-spouse,Craft-repair,0
492,Local-gov,Masters,Married-civ-spouse,Prof-specialty,0
493,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
494,Private,Doctorate,Married-civ-spouse,Exec-managerial,0
495,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,0
496,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
497,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,0
498,Private,Masters,Married-civ-spouse,Prof-specialty,0
499,Private,Doctorate,Married-civ-spouse,Tech-support,0
500,Private,Masters,Married-civ-spouse,Prof-specialty,0
501,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,0
502,Private,Prof-school,Married-civ-spouse,Prof-specialty,0
503,Private,Some-college,Married-civ-spouse,Tech-support,0
504,Private,Masters,Married-civ-spouse,Exec-managerial,0
505,Private,Masters,Married-civ-spouse,Sales,0
506,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,0
507,Private,Prof-school,Married-civ-spouse,Prof-specialty,0
508,Private,Doctorate,Married-civ-spouse,Prof-specialty,0
509,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
510,Local-gov,Masters,Married-civ-spouse,Prof-specialty,0
512,Private,Prof-school,Married-civ-spouse,Prof-specialty,0
513,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
514,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,0
515,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
516,Private,Masters,Never-married,Exec-managerial,1
517,Private,Some-college,Never-married,Prof-specialty,1
518,Private,Some-college,Never-married,Sales,1
519,Private,HS-grad,Divorced,Exec-managerial,0
520,Private,HS-grad,Never-married,Adm-clerical,1
521,Private,Some-college,Never-married,Machine-op-inspct,1
522,Private,Some-college,Never-married,Adm-clerical,1
523,Private,Bachelors,Never-married,Exec-managerial,1
524,Local-gov,Masters,Divorced,Prof-specialty,0
525,Local-gov,Some-college,Never-married,Protective-serv,1
526,Private,HS-grad,Separated,Craft-repair,0
527,Private,HS-grad,Widowed,Sales,0
528,Private,HS-grad,Never-married,Machine-op-inspct,0
529,Private,Assoc-voc,Never-married,Tech-support,1
530,Private,HS-grad,Never-married,Craft-repair,0
531,Private,Assoc-acdm,Never-married,Adm-clerical,1
532,Federal-gov,HS-grad,Never-married,Adm-clerical,1
533,Private,Some-college,Divorced,Adm-clerical,1
534,Self-emp-not-inc,Some-college,Widowed,Adm-clerical,1
535,Private,Prof-school,Married-civ-spouse,Prof-specialty,0
536,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,0
537,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,0
538,Private,Masters,Married-civ-spouse,Tech-support,0
539,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
540,Private,Doctorate,Married-civ-spouse,Prof-specialty,0
541,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
542,Local-gov,Masters,Married-civ-spouse,Prof-specialty,0
543,Private,HS-grad,Married-civ-spouse,Craft-repair,0
544,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,0
545,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
546,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,0
547,Private,HS-grad,Married-civ-spouse,Exec-managerial,0
548,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
549,Private,Masters,Married-civ-spouse,Exec-managerial,0
550,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,0
551,Local-gov,Masters,Married-civ-spouse,Exec-managerial,0
552,Private,Some-college,Married-civ-spouse,Adm-clerical,1
553,Private,Some-college,Married-civ-spouse,Machine-op-inspct,0
554,Private,Bachelors,Married-civ-spouse,Sales,0
555,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,0
556,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,0
557,Private,Assoc-acdm,Married-civ-spouse,Sales,0
558,Private,Prof-school,Married-civ-spouse,Craft-repair,0
559,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,0
560,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,1
561,Private,Some-college,Married-civ-spouse,Exec-managerial,0
562,Private,Prof-school,Married-civ-spouse,Prof-specialty,0
563,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
564,Local-gov,Masters,Married-civ-spouse,Prof-specialty,0
565,Private,Masters,Married-civ-spouse,Tech-support,0
566,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
567,Private,Bachelors,Married-civ-spouse,Craft-repair,0
568,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,0
569,Private,Masters,Married-civ-spouse,Exec-managerial,0
570,Federal-gov,Masters,Married-civ-spouse,Tech-support,0
571,Private,Some-college,Married-civ-spouse,Adm-clerical,1
572,Private,HS-grad,Married-civ-spouse,Craft-repair,0
573,Private,Some-college,Married-civ-spouse,Adm-clerical,1
574,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,0
575,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
576,Local-gov,Masters,Married-civ-spouse,Prof-specialty,0
577,Private,Some-college,Married-civ-spouse,Sales,0
578,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
579,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,0
580,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,0
581,Private,Some-college,Married-civ-spouse,Exec-managerial,0
582,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,0
583,Private,Some-college,Married-civ-spouse,Sales,0
584,Private,HS-grad,Married-civ-spouse,Transport-moving,0
585,Private,Masters,Married-civ-spouse,Exec-managerial,0
586,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
587,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
588,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,0
589,Private,Assoc-acdm,Married-civ-spouse,Sales,0
590,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
591,Private,Some-college,Married-civ-spouse,Craft-repair,0
592,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
593,Private,Masters,Married-civ-spouse,Prof-specialty,0
594,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,0
595,Private,Masters,Married-civ-spouse,Exec-managerial,0
596,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,0
597,Self-emp-not-inc,7th-8th,Married-civ-spouse,Transport-moving,0
598,Private,Bachelors,Married-civ-spouse,Sales,0
599,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
600,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
601,Private,Bachelors,Married-civ-spouse,Adm-clerical,0
602,Private,Masters,Married-civ-spouse,Exec-managerial,0
603,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,0
604,Private,Some-college,Married-civ-spouse,Sales,0
605,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,0
606,Private,Bachelors,Married-civ-spouse,Sales,0
607,Private,Some-college,Married-civ-spouse,Prof-specialty,0
608,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
609,Private,Bachelors,Married-civ-spouse,Sales,0
610,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
611,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,0
612,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,0
613,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
614,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
615,Private,Bachelors,Married-civ-spouse,Sales,0
616,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,0
617,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
618,Private,Bachelors,Married-civ-spouse,Tech-support,0
619,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,0
620,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,0
621,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,0
622,Private,Bachelors,Married-civ-spouse,Sales,0
623,Local-gov,Masters,Married-civ-spouse,Prof-specialty,0
624,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
625,Private,HS-grad,Married-civ-spouse,Prof-specialty,0
626,Private,HS-grad,Married-civ-spouse,Exec-managerial,0
627,Private,Assoc-acdm,Married-civ-spouse,Sales,0
628,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,0
629,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,0
630,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,0
631,Private,Bachelors,Married-civ-spouse,Sales,0
632,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,0
633,Private,Bachelors,Married-civ-spouse,Tech-support,0
634,Private,Masters,Married-civ-spouse,Exec-managerial,0
635,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,0
636,Private,Some-college,Married-civ-spouse,Machine-op-inspct,0
637,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,0
638,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,0
639,Private,Some-college,Married-civ-spouse,Exec-managerial,0
640,Private,Masters,Married-civ-spouse,Prof-specialty,0
641,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,0
642,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,0
643,Private,5th-6th,Married-civ-spouse,Transport-moving,0
644,Private,Some-college,Married-civ-spouse,Sales,0
645,Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,0
647,Private,Masters,Married-civ-spouse,Prof-specialty,0
648,Private,Assoc-voc,Married-civ-spouse,Tech-support,0
649,Self-emp-inc,Some-college,Married-civ-spouse,Sales,0
650,Private,Doctorate,Married-civ-spouse,Prof-specialty,0
651,Local-gov,Masters,Married-civ-spouse,Exec-managerial,0
652,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
653,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,0
654,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,0
655,Private,Doctorate,Married-civ-spouse,Prof-specialty,0
656,Private,11th,Married-civ-spouse,Craft-repair,0
657,Federal-gov,Some-college,Married-civ-spouse,Sales,0
658,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,0
659,State-gov,Some-college,Married-civ-spouse,Protective-serv,0
660,Private,Assoc-voc,Married-civ-spouse,Craft-repair,0
661,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0
662,Private,Bachelors,Married-civ-spouse,Adm-clerical,0
663,Private,Masters,Married-civ-spouse,Prof-specialty,0
664,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,0
665,Private,Some-college,Married-civ-spouse,Adm-clerical,1
666,Private,HS-grad,Married-civ-spouse,Craft-repair,0
667,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,0
668,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
669,Private,HS-grad,Married-civ-spouse,Transport-moving,0
670,Private,Masters,Married-civ-spouse,Adm-clerical,0
671,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
672,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,0
673,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,0
674,Private,Bachelors,Married-civ-spouse,Adm-clerical,0
675,Private,Some-college,Married-civ-spouse,Exec-managerial,0
676,Private,Masters,Married-civ-spouse,Craft-repair,0
677,Private,11th,Married-civ-spouse,Craft-repair,0
678,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,0
679,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
680,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
681,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,0
682,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,0
683,Private,Doctorate,Married-civ-spouse,Prof-specialty,0
684,Private,Some-college,Married-civ-spouse,Craft-repair,0
685,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,0
686,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,0
687,Private,HS-grad,Married-civ-spouse,Craft-repair,0
688,Private,HS-grad,Married-civ-spouse,Craft-repair,0
689,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,0
690,Private,HS-grad,Married-civ-spouse,Sales,0
692,Private,Bachelors,Married-civ-spouse,Adm-clerical,0
693,Private,Some-college,Married-civ-spouse,Protective-serv,0
694,Private,HS-grad,Married-civ-spouse,Prof-specialty,0
695,State-gov,Masters,Married-civ-spouse,Exec-managerial,0
696,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
697,Private,HS-grad,Married-civ-spouse,Craft-repair,0
698,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,0
699,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
700,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
701,Private,Bachelors,Married-civ-spouse,Sales,0
702,Private,HS-grad,Married-civ-spouse,Transport-moving,0
703,Private,Doctorate,Married-civ-spouse,Prof-specialty,0
704,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,0
705,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
706,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
707,Private,HS-grad,Married-civ-spouse,Sales,0
708,Private,HS-grad,Married-civ-spouse,Sales,0
709,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,0
710,Private,Masters,Married-civ-spouse,Prof-specialty,0
711,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
712,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,0
714,Private,Some-college,Married-civ-spouse,Craft-repair,0
715,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
716,Private,Bachelors,Married-civ-spouse,Adm-clerical,0
717,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,0
718,Private,HS-grad,Married-civ-spouse,Sales,0
719,Private,HS-grad,Married-civ-spouse,Craft-repair,0
720,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,0
721,Private,HS-grad,Married-civ-spouse,Transport-moving,0
722,Private,Prof-school,Married-civ-spouse,Exec-managerial,0
723,Private,Masters,Married-civ-spouse,Exec-managerial,0
724,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,0
725,Private,Bachelors,Married-civ-spouse,Sales,0
726,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,0
727,Private,HS-grad,Married-civ-spouse,Exec-managerial,0
728,Private,HS-grad,Married-civ-spouse,Tech-support,0
729,Self-emp-not-inc,Doctorate,Married-civ-spouse,Sales,0
730,Private,HS-grad,Married-civ-spouse,Craft-repair,0
731,Private,HS-grad,Married-civ-spouse,Exec-managerial,0
732,Private,Some-college,Married-civ-spouse,Craft-repair,0
733,Private,HS-grad,Married-civ-spouse,Other-service,0
734,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,0
735,Private,Masters,Married-civ-spouse,Prof-specialty,0
736,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,0
737,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,0
738,Private,Some-college,Married-civ-spouse,Prof-specialty,0
740,Private,10th,Married-civ-spouse,Craft-repair,0
741,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
742,Local-gov,7th-8th,Married-civ-spouse,Craft-repair,0
743,Private,HS-grad,Married-civ-spouse,Transport-moving,0
744,Private,Some-college,Married-civ-spouse,Craft-repair,0
745,Private,HS-grad,Married-civ-spouse,Exec-managerial,0
746,Private,HS-grad,Married-civ-spouse,Craft-repair,0
747,Private,Masters,Married-civ-spouse,Prof-specialty,0
748,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
749,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,0
750,Private,Some-college,Married-civ-spouse,Exec-managerial,0
751,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
752,Local-gov,Some-college,Married-civ-spouse,Protective-serv,0
753,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,0
754,Private,Bachelors,Married-civ-spouse,Sales,0
755,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
756,Private,Some-college,Married-civ-spouse,Exec-managerial,0
757,Private,Some-college,Married-civ-spouse,Craft-repair,0
758,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
759,Local-gov,Masters,Married-civ-spouse,Prof-specialty,0
760,State-gov,Bachelors,Married-civ-spouse,Protective-serv,0
761,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,0
762,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,0
763,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
764,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,0
765,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
766,Private,Some-college,Married-civ-spouse,Exec-managerial,0
767,Private,Some-college,Married-civ-spouse,Tech-support,0
768,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,0
769,Private,HS-grad,Married-civ-spouse,Sales,0
770,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
771,Private,Some-college,Married-civ-spouse,Craft-repair,0
772,Private,Some-college,Married-civ-spouse,Handlers-cleaners,0
773,Private,10th,Married-civ-spouse,Transport-moving,0
774,Self-emp-not-inc,5th-6th,Married-civ-spouse,Exec-managerial,0
775,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,0
776,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
777,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
778,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
779,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,0
780,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,0
781,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,0
782,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,0
783,Private,HS-grad,Married-civ-spouse,Sales,0
784,Private,HS-grad,Married-civ-spouse,Adm-clerical,0
785,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,0
786,Private,Some-college,Married-civ-spouse,Craft-repair,0
787,State-gov,Some-college,Married-civ-spouse,Sales,0
788,Private,Assoc-voc,Married-civ-spouse,Craft-repair,0
789,Private,HS-grad,Married-civ-spouse,Tech-support,0
790,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,0
791,Private,HS-grad,Married-civ-spouse,Transport-moving,0
792,Local-gov,Some-college,Married-civ-spouse,Transport-moving,0
793,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,0
794,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
795,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,0
796,Private,Bachelors,Married-civ-spouse,Exec-managerial,0
797,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,0
798,Private,HS-grad,Married-civ-spouse,Transport-moving,0
799,Private,HS-grad,Married-civ-spouse,Exec-managerial,0
800,Private,Some-college,Married-civ-spouse,Machine-op-inspct,0
801,Private,HS-grad,Married-civ-spouse,Adm-clerical,0
802,Private,Some-college,Married-civ-spouse,Sales,0
803,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,0
804,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,0
805,Private,HS-grad,Married-civ-spouse,Transport-moving,0
806,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,0
807,State-gov,HS-grad,Married-civ-spouse,Tech-support,0
808,Self-emp-not-inc,11th,Married-civ-spouse,Exec-managerial,0
809,Private,Bachelors,Married-civ-spouse,Sales,0
810,Self-emp-not-inc,10th,Married-civ-spouse,Sales,0
811,Private,Bachelors,Married-civ-spouse,Adm-clerical,0
812,Private,Some-college,Married-civ-spouse,Handlers-cleaners,0
813,Private,Bachelors,Married-civ-spouse,Prof-specialty,0
814,Private,HS-grad,Married-civ-spouse,Craft-repair,0
815,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,0
816,Private,HS-grad,Married-civ-spouse,Adm-clerical,0
